enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Serine/threonine protein kinase PrkC, regulator of stationary phase	A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	0	0	0.100844573301399	16	0	0	0	0	0	0	0	0	0	0	0	0	0.0504307627652868	12	0.187568959176168	51	0.18968787722021	11	0	0	0	0	0	0	0.0209380234505863	1	0	0	0	0	0	0	0	0	0.0381811870878167	11	0	0	0	0	0.222057735011103	45	0	0	0.0232201736868992	5	0.0371920037192004	8	0	0	0	0	0	0	0.0218447927475288	4	0	0	0.0133226751931788	2
Serine/threonine protein kinase PrkC, regulator of stationary phase	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	""	Clustering-based subsystems	0.0046628741956542	1	0	0	0	0	0	0	0.709534368070953	64	0.11883541295306	4	0.0265900872154861	5	0	0	0	0	0	0	0	0	0.0281056773468241	1	0.0731635937957273	5	0	0	0	0	0.0212410863298437	7	0	0	0.0774498614055112	19	0.00447647611799991	1	0	0	0	0	0.00483418737310258	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	9	0	0	0.0912778904665314	36	0	0
Serine/threonine protein kinase PrkC, regulator of stationary phase, short form	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404560500183891	11	0.0172443524745646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seryl-tRNA synthetase (EC 6.1.1.11)	CBSS-326442.4.peg.1852	Clustering-based subsystems	Translation	0.0046628741956542	1	0	0	0.00521131898483506	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00895295223599982	2	0.01041305102395	3	0	0	0.00966837474620516	2	0	0	0	0	0	0	0.0185960018596002	4	0	0	0	0	0	0	0.0109223963737644	2	0	0	0	0
Seryl-tRNA synthetase (EC 6.1.1.11)	tRNA_aminoacylation,_Ser	Protein Metabolism	Protein biosynthesis	0	0	0.0567250724820371	9	0	0	0	0	0.0332594235033259	3	0	0	0	0	0.0113173381620643	1	0.0126076906913217	3	0	0	0.0344887049491292	2	0	0	0.0146327187591455	1	0.00345960906417575	1	0	0	0.00910332271279017	3	0	0	0.0692972444154574	17	0	0	0	0	0	0	0	0	0.0296076980014804	6	0.00676086809546346	1	0.0325082431616588	7	0	0	0	0	0.0267594327000268	1	0.0185185185185185	2	0	0	0.0608519269776876	24	0.0066613375965894	1
Seryl-tRNA synthetase (EC 6.1.1.11), archaeal	tRNA_aminoacylation,_Ser	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172443524745646	1	0	0	0	0	0	0	0.0209380234505863	1	0.0151722045213169	5	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0133226751931788	2
SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA	Sugar-phosphate_stress_regulation	""	Stress Response	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054611981868822	1	0	0	0	0
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0.00630278583133745	1	0	0	0	0	0	0	0	0	0.00531801744309721	1	0.0113173381620643	1	0	0	0.00367782272894447	1	0	0	0	0	0.0438981562774363	3	0	0	0	0	0.0182066454255803	6	0	0	0.00815261699005381	2	0	0	0.00694203401596668	2	0	0	0	0	0.00493461633358006	1	0.00676086809546346	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00760649087221095	3	0.0066613375965894	1
Shikimate kinase I (EC 2.7.1.71)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565866908103214	5	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122289254850807	3	0.00895295223599982	2	0.00694203401596668	2	0	0	0	0	0.00493461633358006	1	0.00676086809546346	1	0.0185761389495193	4	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Shikimate kinase II (EC 2.7.1.71)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Short chain fatty acids transporter	Polyhydroxybutyrate_metabolism	""	Fatty Acids, Lipids, and Isoprenoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Short-chain dehydrogenase/reductase in hypothetical Actinobacterial gene cluster	CBSS-262316.1.peg.2929	Clustering-based subsystems	Catabolism of an unknown compound	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0.175925925925926	19	0	0	0	0	0	0
Shufflon-specific DNA recombinase	Type_4_conjugative_transfer_system,_IncI1_type	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Shwachman-Bodian-Diamond syndrome protein	Proteasome_subunit_alpha_archaeal_cluster	Clustering-based subsystems	Proteasome related clusters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172443524745646	1	0	0	0	0	0	0	0.376884422110553	18	0	0	0	0	0	0	0	0	0.0138840680319334	4	0	0	0	0	0	0	0.0202826042863904	3	0	0	0	0	0.0283085633404105	2	0	0	0	0	0	0	0.0126774847870183	5	0.0199840127897682	3
Sialic acid transporter (permease) NanT	Sialic_Acid_Metabolism	Cell Wall and Capsule	Capsular and extracellular polysacchrides	0	0	0	0	0	0	0.0160806174957118	3	0	0	0	0	0	0	0	0	0	0	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0.0040763084950269	1	0	0	0	0	0	0	0.0145025621193077	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sialic acid utilization regulator, RpiR family	Sialic_Acid_Metabolism	Cell Wall and Capsule	Capsular and extracellular polysacchrides	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292654375182909	2	0	0	0	0	0.00606888180852678	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sialidase (EC 3.2.1.18)	Galactosylceramide_and_Sulfatide_metabolism	""	Sulfur Metabolism	0	0	0.0126055716626749	2	0.00521131898483506	1	0.00536020583190395	1	0	0	0	0	0.00531801744309721	1	0	0	0	0	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0	0	0.00460808257683978	1	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0.00676086809546346	1	0	0	0.00929800092980009	2	0	0	0	0	0	0	0.0054611981868822	1	0	0	0	0
Siderophore biosynthesis diaminobutyrate--2-oxoglutarate aminotransferase (EC 2.6.1.76)	Siderophore_assembly_kit	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0662008091210004	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siderophore staphylobactin biosynthesis protein SbnI	Siderophore_Staphylobactin	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siderophore synthetase large component, acetyltransferase	Siderophore_assembly_kit	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0	0	0.00460808257683978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0	0	0	0
Sigma factor PvdS, controling pyoverdin biosynthesis	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777777778	3	0	0	0	0	0	0
Sigma factor RpoE negative regulatory protein RseA	Periplasmic_Stress_Response	Stress Response	Periplasmic Stress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925925925925926	1	0	0	0.00253549695740365	1	0	0
Sigma factor RpoE negative regulatory protein RseB precursor	Periplasmic_Stress_Response	Stress Response	Periplasmic Stress	0	0	0	0	0.0208452759393402	4	0.0643224699828473	12	0	0	0	0	0.0265900872154861	5	0.0339520144861928	3	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0203815424751345	5	0	0	0	0	0	0	0	0	0	0	0	0	0.0139321042121395	3	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Sigma factor RpoE regulatory protein RseC	Transcription_initiation,_bacterial_sigma_factors	RNA Metabolism	Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0.0212720697723889	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921616515367955	2	0.0163052339801076	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sigma-54 dependent transcriptional regulator	Type_VI_secretion_systems	Membrane Transport	Protein secretion system, Type VI	0	0	0	0	0.0104226379696701	2	0.0107204116638079	2	0	0	0	0	0.0212720697723889	4	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0.0163052339801076	4	0	0	0.01041305102395	3	0	0	0.00483418737310258	1	0	0	0	0	0.0185761389495193	4	0.00464900046490005	1	0	0	0	0	0.00925925925925926	1	0	0	0.0050709939148073	2	0	0
Sigma-fimbriae chaperone protein	&#963;-Fimbriae	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00929800092980009	2	0	0	0	0	0	0	0	0	0	0	0	0
Sigma-fimbriae tip adhesin	&#963;-Fimbriae	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Sigma-fimbriae uncharacterized paralogous subunit	&#963;-Fimbriae	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	0	0	0	0	0	0	0.00536020583190395	1	0.0332594235033259	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sigma-fimbriae usher protein	&#963;-Fimbriae	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	0	0	0	0	0	0	0.0589622641509434	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Signal peptidase I (EC 3.4.21.89)	Signal_peptidase	Protein Metabolism	Protein processing and modification	0	0	0.0630278583133745	10	0.00521131898483506	1	0.0268010291595197	5	0.0332594235033259	3	0.029708853238265	1	0.00531801744309721	1	0	0	0.0126076906913217	3	0.00367782272894447	1	0	0	0	0	0	0	0.00345960906417575	1	0.0209380234505863	1	0.0455166135639508	15	0.00921616515367955	2	0.0366867764552421	9	0.00447647611799991	1	0.01041305102395	3	0.0173280194073817	1	0	0	0.00493461633358006	1	0	0	0.0185761389495193	4	0	0	0	0	0.0535188654000535	2	0.0185185185185185	2	0.027305990934411	5	0.0126774847870183	5	0.0066613375965894	1
Signal peptidase-like protein	Heat_shock_dnaK_gene_cluster_extended	Stress Response	Heat shock	0	0	0.0126055716626749	2	0	0	0.0268010291595197	5	0	0	0	0	0	0	0.0113173381620643	1	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0151722045213169	5	0	0	0.00815261699005381	2	0	0	0.00347101700798334	1	0	0	0	0	0.0592153960029608	12	0.00676086809546346	1	0.00928806947475967	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	Universal_GTPases	Protein Metabolism	Protein biosynthesis	0	0	0.0126055716626749	2	0	0	0.0375214408233276	7	0	0	0	0	0	0	0	0	0.0126076906913217	3	0.0478116954762781	13	0.0172443524745646	1	0.0281056773468241	1	0	0	0	0	0	0	0.00303444090426339	1	0.00460808257683978	1	0.00815261699005381	2	0.00895295223599982	2	0.01041305102395	3	0	0	0	0	0.00493461633358006	1	0	0	0.0232201736868992	5	0	0	0.0424628450106157	3	0.0267594327000268	1	0	0	0.027305990934411	5	0.0126774847870183	5	0.0066613375965894	1
Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	Universal_GTPases	Protein Metabolism	Protein biosynthesis	0.0046628741956542	1	0.0819362158073869	13	0.0208452759393402	4	0.0375214408233276	7	0.598669623059867	54	0	0	0.0106360348861944	2	0.0113173381620643	1	0.0126076906913217	3	0.00367782272894447	1	0.0344887049491292	2	0	0	0	0	0.00345960906417575	1	0.230318257956449	11	0.0273099681383705	9	0.0138242477305193	3	0.0815261699005381	20	0.00447647611799991	1	0.0277681360638667	8	0	0	0.00483418737310258	1	0.0246730816679003	5	0.0135217361909269	2	0.0882366600102169	19	0	0	0	0	0.0267594327000268	1	0.00925925925925926	1	0	0	0.0278904665314402	11	0.0133226751931788	2
Signal transduction histidine kinase CheA (EC 2.7.3.-)	Bacterial_Chemotaxis	""	Motility and Chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037037037	4	0	0	0	0	0	0
Signal transduction histidine kinase CheA (EC 2.7.3.-)	Flagellar_motility	Motility and Chemotaxis	Flagellar motility in Prokaryota	0	0	0.0126055716626749	2	0.0260565949241753	5	0.187607204116638	35	0.199556541019956	18	0.148544266191325	5	0.0265900872154861	5	0.0339520144861928	3	0.0210128178188695	5	0.055167340934167	15	0.0344887049491292	2	0.0281056773468241	1	0.0438981562774363	3	0	0	0	0	0.0455166135639508	15	0.00921616515367955	2	0.122289254850807	30	0.0313353328259994	7	0.0208261020479	6	0.0346560388147635	2	0.0338393116117181	7	0.0542807796693807	11	0.0135217361909269	2	0.0139321042121395	3	0	0	0.141542816702052	10	0	0	0	0	0.0054611981868822	1	0.0481744421906694	19	0	0
Signal transduction histidine kinase CheA (EC 2.7.3.-)	Two-component_regulatory_systems_in_Campylobacter	""	Regulation and Cell signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0.0535188654000535	2	0	0	0	0	0	0	0.0133226751931788	2
Signal transduction histidine kinase HoxJ (hydrogenase regulation)	Hydrogenases	Respiration	Electron donating reactions	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.040763084950269	10	0	0	0	0	0	0	0.00483418737310258	1	0.0148038490007402	3	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Signal transduction histidine kinase SypF	Symbiotic_colonization_and_sigma-dependent_biofilm_formation_gene_cluster	Regulation and Cell signaling	Quorum sensing and biofilm formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0.00735564545788893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Signal transduction protein CetA, mediates an energy taxis response	Flagellar_motility	Motility and Chemotaxis	Flagellar motility in Prokaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139321042121395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Signal transduction protein CetB, mediates an energy taxis response	Flagellar_motility	Motility and Chemotaxis	Flagellar motility in Prokaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Signal-transduction regulatory protein FlgR	Two-component_regulatory_systems_in_Campylobacter	""	Regulation and Cell signaling	0	0	0	0	0.0104226379696701	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Similar to 5-oxoprolinase (EC 3.5.2.9) and Methylhydantoinases A, B (EC 3.5.2.14), contradiction in experimental data (see Annotation)	Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	Stress Response	Oxidative stress	0.0093257483913084	2	0	0	0.00521131898483506	1	0	0	0	0	0	0	0	0	0.0339520144861928	3	0.0042025635637739	1	0.0110334681868334	3	0	0	0.0562113546936481	2	0	0	0	0	0	0	0	0	0	0	0.0163052339801076	4	0	0	0.00347101700798334	1	0.0173280194073817	1	0	0	0	0	0	0	0.0882366600102169	19	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Similar to Hydroxyacylglutathione hydrolase, but in an organism lacking glutathione biosynthesis	Glutathione:_Non-redox_reactions	Stress Response	Oxidative stress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Similar to TadZ/CpaE, associated with Flp pilus assembly	Widespread_colonization_island	Membrane Transport	Protein secretion system, Type II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172443524745646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Similar to carbon monoxide dehydrogenase CooS subunit	Carbon_monoxide_induced_hydrogenase	""	Respiration	0	0	0	0	0	0	0	0	0.177383592017738	16	0	0	0	0	0	0	0	0	0.00367782272894447	1	0.0172443524745646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00895295223599982	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Similar to eukaryotic Peptidyl prolyl 4-hydroxylase, alpha subunit (EC 1.14.11.2)	Proline,_4-hydroxyproline_uptake_and_utilization	Amino Acids and Derivatives	Proline and 4-hydroxyproline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134677007384015	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Similar to non-heme chloroperoxidase, sll5080 homolog	Synechocystis_experimental	Miscellaneous	Plant-Prokaryote DOE project	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	2-phosphoglycolate_salvage	DNA Metabolism	DNA repair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110334681868334	3	0	0	0	0	0	0	0	0	0	0	0.0182066454255803	6	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Similar to phosphoglycolate phosphatase, clustered with ubiquinone biosynthesis SAM-dependent O-methyltransferase	2-phosphoglycolate_salvage	DNA Metabolism	DNA repair	0	0	0	0	0	0	0.0214408233276158	4	0	0	0.029708853238265	1	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0.00483418737310258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Similar to ribosomal large subunit pseudouridine synthase A, group 2	Ribosome_biogenesis_bacterial	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type	Ribosome_biogenesis_bacterial	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327671891212932	6	0	0	0	0
Similar to ribosomal large subunit pseudouridine synthase D, CAC1266-type	Ribosome_biogenesis_bacterial	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Similarity with glutathionylspermidine synthase (EC 6.3.1.8), group 1	Glutathionylspermidine_and_Trypanothione	Stress Response	Oxidative stress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928806947475967	2	0.00929800092980009	2	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Single-stranded DNA-binding protein	DNA_repair,_bacterial	DNA Metabolism	DNA repair	0	0	0.0315139291566873	5	0.00521131898483506	1	0.0321612349914237	6	0.0110864745011087	1	0.089126559714795	3	0.0265900872154861	5	0.135808057944771	12	0.0294179449464173	7	0.0110334681868334	3	0.241420934643904	14	0	0	0.0585308750365818	4	0.0069192181283515	2	0.0209380234505863	1	0.0121377636170536	4	0.0138242477305193	3	0.0163052339801076	4	0.00895295223599982	2	0.0208261020479	6	0.0173280194073817	1	0	0	0.0148038490007402	3	0.00676086809546346	1	0.0139321042121395	3	0.00929800092980009	2	0	0	0.0267594327000268	1	0.0555555555555556	6	0.0054611981868822	1	0.0608519269776876	24	0.0066613375965894	1
