Species	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
glutamate ABC transporter permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446229361892013	1
glutamate Aspartate periplasmic-binding protein precursor gltI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate N-acetyltransferase/amino-acid acetyltransferase	0	0	0	0	0	0	0	0	0.0212524041782227	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate decarboxylase	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566508044414231	3	0.00258665287118469	1	0.0045789642382893	2	0.0029375477351507	1	0.00840972163821378	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
glutamate dehydrogenase	0.00968054211035818	2	0	0	0	0	0.00445811600017833	2	0.0116888222980225	11	0.0237680240849311	3	0	0	0.0270929287455974	5	0.0321203189358727	17	0.0310302027306578	12	0.0202132497852342	4	0.0334728033472803	2	0	0	0.0113365831538374	3	0	0	0.0339904826648538	18	0.0258665287118469	10	0.0114474105957232	5	0.00587509547030139	2	0.00560648109214252	2	0.013696753869333	1	0.00374742364624321	1	0.0152975370965275	9	0.0168194432764276	4	0.0151114469210427	8	0.0208300786335468	8	0.0051062091503268	1	0.0205592105263158	1	0	0	0	0	0.0113419099776402	7	0.00892458723784025	2
glutamate formimidoyltransferase	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate racemase	0	0	0	0	0	0	0.00445811600017833	2	0.00106262020891113	1	0	0	0.00760861294985924	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0.00258665287118469	1	0.0114474105957232	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0.00648109141579442	4	0	0
glutamate synthase	0	0	0.0141213019840429	4	0.0117003539357066	4	0.0378939860015158	17	0.0031878606267334	3	0	0	0.0570645971239443	15	0.487672717420753	90	0.0188943052563957	10	0.00258585022755482	1	0	0	0.0167364016736402	1	0.0101163378856854	1	0.00377886105127914	1	0.0196598840066844	2	0.0132185210363321	7	0	0	0.0641054993360502	28	0.0117501909406028	4	0.0196226838224988	7	0.109574030954664	8	0.0149896945849728	4	0.00509917903217582	3	0.00420486081910689	1	0.00377786173026067	2	0.0182263188043535	7	0.0153186274509804	3	0.0411184210526316	2	0	0	0.0239257345200498	5	0.016202728539486	10	0.00892458723784025	2
glutamate synthase (NADPH), homotetrameric	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0.010837171498239	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560648109214252	2	0.0273935077386659	2	0	0	0.00169972634405861	1	0	0	0.00188893086513034	1	0.00781127948758007	3	0	0	0	0	0	0	0	0	0	0	0	0
glutamate synthase large subunit	0.0193610842207164	4	0.0105909764880322	3	0.00877526545177992	3	0.0557264500022291	25	0.00212524041782227	2	0.00792267469497703	1	0.0494559841740851	13	0.010837171498239	2	0.013226013679477	7	0.0155151013653289	6	0.0101066248926171	2	0.0167364016736402	1	0	0	0	0	0.00982994200334218	1	0.0472090037011859	25	0.00517330574236937	2	0.0618160172169055	27	0.0205628341460549	7	0.0504583298292827	18	0.109574030954664	8	0.00749484729248642	2	0.0118980844084102	7	0.0126145824573207	3	0.00566679259539101	3	0.0104150393167734	4	0.0357434640522876	7	0.0411184210526316	2	0.0120627261761158	2	0.0334960283280697	7	0.0129621828315888	8	0.00892458723784025	2
glutamate synthase small subunit	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate synthase subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0411184210526316	2	0	0	0	0	0	0	0	0
glutamate synthase subunit beta	0	0	0	0	0	0	0.00668717400026749	3	0.00850096167128906	8	0	0	0	0	0.0596044432403143	11	0.00188943052563957	1	0.00517170045510964	2	0	0	0	0	0.0505816894284269	5	0.00377886105127914	1	0	0	0.00566508044414231	3	0	0	0.0228948211914465	10	0.00587509547030139	2	0	0	0.013696753869333	1	0	0	0.00339945268811721	2	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0.00892458723784025	2
glutamate--ammonia ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate--cysteine ligase	0	0	0.0211819529760644	6	0	0	0.00222905800008916	1	0	0	0	0	0.00380430647492962	1	0	0	0.00188943052563957	1	0	0	0.00505331244630856	1	0	0	0.0101163378856854	1	0	0	0	0	0.00755344059218974	4	0	0	0.038921196025459	17	0	0	0.00280324054607126	1	0	0	0	0	0.00339945268811721	2	0	0	0	0	0.00260375982919336	1	0	0	0.0616776315789474	3	0	0	0	0	0	0	0	0
glutamate--tRNA ligase	0	0	0	0	0.0117003539357066	4	0.0111452900004458	5	0.00106262020891113	1	0	0	0.00380430647492962	1	0	0	0.013226013679477	7	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0.00566508044414231	3	0	0	0.0366317139063144	16	0.0029375477351507	1	0.0224259243685701	8	0.0273935077386659	2	0	0	0.0271956215049377	16	0.0126145824573207	3	0.00188893086513034	1	0.00520751965838671	2	0.0561683006535948	11	0.0205592105263158	1	0	0	0	0	0.0129621828315888	8	0.00892458723784025	2
glutamate--tRNA ligase 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate-1-semialdehyde 2,1-aminomutase	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0	0	0	0	0.00377886105127914	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0.00228948211914465	1	0	0	0.00280324054607126	1	0.0410902616079989	3	0.00374742364624321	1	0.00339945268811721	2	0.0126145824573207	3	0.00566679259539101	3	0	0	0	0	0	0	0.0120627261761158	2	0	0	0.00648109141579442	4	0.00892458723784025	2
glutamate-1-semialdehyde-2,1-aminomutase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate-5-semialdehyde dehydrogenase	0	0	0	0	0	0	0	0	0.00212524041782227	2	0	0	0.00760861294985924	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091579284765786	4	0	0	0	0	0.013696753869333	1	0	0	0	0	0	0	0.0151114469210427	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate/aspartate transporter permease GltK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
glutamate/aspartate:proton symporter GltP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00982994200334218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutaminase	0	0	0	0	0	0	0.00891623200035665	4	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013696753869333	1	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00446229361892013	1
glutamine ABC transporter ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamine ABC transporter substrate-binding protein	0	0	0.0105909764880322	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamine ABC transporter substrate-binding protein GlnH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
glutamine amidotransferase	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00188836014804744	1	0.00258665287118469	1	0.0137368927148679	6	0	0	0.00560648109214252	2	0	0	0	0	0	0	0.00420486081910689	1	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0.00486081856184582	3	0	0
glutamine cyclotransferase	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0.00944465432565168	5	0	0	0	0	0	0	0.0060313630880579	1	0	0	0	0	0	0
glutamine synthetase	0.0145208131655373	3	0.0176516274800537	5	0.00585017696785328	2	0.082475146003299	37	0.0265655052227783	25	0	0	0.0494559841740851	13	0.010837171498239	2	0.0113365831538374	6	0.028444352503103	11	0.0252665622315428	5	0	0	0	0	0.00377886105127914	1	0.0491497100167109	5	0.00755344059218974	4	0.0155199172271081	6	0.0206053390723018	9	0.0029375477351507	1	0.0168194432764276	6	0	0	0.0112422709387296	3	0.0254958951608791	15	0.0294340257337482	7	0.017000377786173	9	0.0182263188043535	7	0.0561683006535948	11	0.0205592105263158	1	0.0120627261761158	2	0.00957029380801991	2	0.0129621828315888	8	0.00892458723784025	2
glutamine synthetase GlnA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamine synthetase II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0155151013653289	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamine synthetase type III	0.0145208131655373	3	0	0	0.00585017696785328	2	0.0222905800008916	10	0.00531310104455567	5	0.00792267469497703	1	0.0114129194247889	3	0	0	0	0	0	0	0	0	0.0167364016736402	1	0.0606980273141123	6	0	0	0.00982994200334218	1	0.0113301608882846	6	0	0	0.00228948211914465	1	0	0	0.00280324054607126	1	0.013696753869333	1	0	0	0.0101983580643516	6	0.0210243040955344	5	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0.00810136426974303	5	0.00446229361892013	1
glutamine synthetase type III, GlnN	0	0	0	0	0.00292508848392664	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamine synthetase type III, partial	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamine--fructose-6-phosphate aminotransferase	0.0193610842207164	4	0	0	0	0	0.0334358700013374	15	0.0031878606267334	3	0.00792267469497703	1	0.0228258388495777	6	0.617718775399621	114	0.00944715262819786	5	0.0103434009102193	4	0.00505331244630856	1	0.0167364016736402	1	0	0	0	0	0.0294898260100265	3	0.0245486819246167	13	0.00775995861355406	3	0.0228948211914465	10	0.0117501909406028	4	0.0196226838224988	7	0.013696753869333	1	0.0112422709387296	3	0.00679890537623443	4	0.0252291649146413	6	0.00377786173026067	2	0.00781127948758007	3	0.0153186274509804	3	0	0	0	0	0	0	0.0129621828315888	8	0.00446229361892013	1
glutamine--fructose-6-phosphate transaminase (isomerizing)	0	0	0	0	0	0	0.00222905800008916	1	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0.00228948211914465	1	0.0029375477351507	1	0.00280324054607126	1	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
glutamine--tRNA ligase	0	0	0.0105909764880322	3	0.00292508848392664	1	0.013374348000535	6	0.0308159860584229	29	0.00792267469497703	1	0.00380430647492962	1	0.010837171498239	2	0.00377886105127914	2	0.00775755068266446	3	0.0151599373389257	3	0	0	0.0101163378856854	1	0	0	0	0	0.00755344059218974	4	0.00517330574236937	2	0.0343422317871697	15	0	0	0.00840972163821378	3	0	0	0.00374742364624321	1	0.00509917903217582	3	0.00420486081910689	1	0.00188893086513034	1	0.00520751965838671	2	0.0204248366013072	4	0.0205592105263158	1	0	0	0.00478514690400995	1	0.00648109141579442	4	0	0
glutamine--tRNA ligase/YqeY domain fusion protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	2	0	0	0.0151599373389257	3	0	0	0.0101163378856854	1	0	0	0.0196598840066844	2	0.0169952413324269	9	0.00258665287118469	1	0.00228948211914465	1	0.16744022090359	57	0.0140162027303563	5	0.0273935077386659	2	0	0	0.00169972634405861	1	0.00840972163821378	2	0	0	0.00520751965838671	2	0.0204248366013072	4	0	0	0	0	0.00478514690400995	1	0.00486081856184582	3	0	0
glutamine-fructose-6-phosphate transaminase (isomerizing)	0	0	0	0	0	0	0	0	0	0	0	0	0.0190215323746481	5	0.0650230289894338	12	0	0	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0	0	0.00840972163821378	3	0	0	0.00374742364624321	1	0	0	0.00420486081910689	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
glutamine-synthetase adenylyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0.0167364016736402	1	0.0303490136570562	3	0	0	0	0	0.00188836014804744	1	0	0	0.0183158569531572	8	0.0029375477351507	1	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutaminyl-tRNA synthetase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamyl-Q tRNA(Asp) ligase	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
glutamyl-Q tRNA(Asp) synthetase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
glutamyl-tRNA amidotransferase	0	0	0	0	0	0	0.00222905800008916	1	0.00212524041782227	2	0	0	0.0228258388495777	6	0	0	0.00377886105127914	2	0.00258585022755482	1	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0.00587509547030139	2	0.00560648109214252	2	0	0	0.00749484729248642	2	0.00339945268811721	2	0	0	0.00188893086513034	1	0.00781127948758007	3	0	0	0	0	0	0	0	0	0.00810136426974303	5	0	0
glutamyl-tRNA reductase	0.00968054211035818	2	0	0	0.00877526545177992	3	0.0156034060006241	7	0	0	0.00792267469497703	1	0	0	0.0162557572473584	3	0.00188943052563957	1	0	0	0	0	0	0	0.0101163378856854	1	0	0	0	0	0.0188836014804744	10	0.00258665287118469	1	0.0114474105957232	5	0.0029375477351507	1	0.00280324054607126	1	0.013696753869333	1	0.00374742364624321	1	0	0	0.00420486081910689	1	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
glutaredoxin	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0.00374742364624321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648109141579442	4	0	0
glutaredoxin 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00755344059218974	4	0	0	0.00686844635743395	3	0	0	0.00280324054607126	1	0.013696753869333	1	0	0	0.00849863172029303	5	0	0	0.00188893086513034	1	0.00520751965838671	2	0	0	0	0	0	0	0	0	0	0	0	0
glutaredoxin family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517170045510964	2	0	0	0.0167364016736402	1	0	0	0	0	0	0	0.00566508044414231	3	0	0	0.0160263748340125	7	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
glutaredoxin, GrxB family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022667170381564	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutaryl-CoA dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00509917903217582	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione ABC transporter substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione S-transferase	0	0	0	0	0	0	0.00891623200035665	4	0	0	0	0	0.0114129194247889	3	0.00541858574911948	1	0.00377886105127914	2	0.0103434009102193	4	0.0101066248926171	2	0	0	0	0	0	0	0	0	0.00944180074023718	5	0.00258665287118469	1	0.0091579284765786	4	0.0029375477351507	1	0.011212962184285	4	0	0	0	0	0.00169972634405861	1	0	0	0.00755572346052135	4	0.00781127948758007	3	0.0102124183006536	2	0.0205592105263158	1	0.0060313630880579	1	0	0	0.0129621828315888	8	0.00892458723784025	2
glutathione S-transferase domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione S-transferase family protein	0	0	0	0	0.00292508848392664	1	0.00445811600017833	2	0.0031878606267334	3	0	0	0	0	0	0	0.00188943052563957	1	0	0	0.0101066248926171	2	0	0	0	0	0	0	0	0	0.0113301608882846	6	0	0	0.0412106781446037	18	0.00881264320545209	3	0.00280324054607126	1	0	0	0	0	0	0	0	0	0.00566679259539101	3	0.00781127948758007	3	0	0	0	0	0	0	0.00478514690400995	1	0.0016202728539486	1	0	0
glutathione gamma-glutamylcysteinyltransferase	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione peroxidase	0	0	0.00706065099202146	2	0	0	0.0200615220008025	9	0.00425048083564453	4	0	0	0	0	0.0270929287455974	5	0.013226013679477	7	0.0258585022755482	10	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00944180074023718	5	0.00258665287118469	1	0.0114474105957232	5	0.0029375477351507	1	0.00560648109214252	2	0.109574030954664	8	0	0	0.0849863172029303	50	0.00420486081910689	1	0.0245561012466944	13	0.00520751965838671	2	0	0	0	0	0.0060313630880579	1	0	0	0.00810136426974303	5	0.00446229361892013	1
glutathione peroxidase, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060313630880579	1	0	0	0	0	0	0
glutathione reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione synthase	0	0	0	0	0	0	0.0222905800008916	10	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0.0339904826648538	18	0	0	0.0114474105957232	5	0	0	0.0140162027303563	5	0	0	0	0	0.00509917903217582	3	0	0	0	0	0.00260375982919336	1	0	0	0.0411184210526316	2	0	0	0.00478514690400995	1	0.00486081856184582	3	0	0
glutathione synthetase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione transferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566508044414231	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione transferase GstA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione-dependent disulfide-bond oxidoreductase	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0.00380430647492962	1	0	0	0	0	0.0103434009102193	4	0	0	0	0	0.0202326757713708	2	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648109141579442	4	0	0
glutathione-dependent formaldehyde dehydrogenase	0	0	0	0	0	0	0.0245196380009808	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutathione-dependent formaldehyde dehydrogenase, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
glutathione-dependent reductase	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0.00377886105127914	2	0	0	0	0	0	0	0	0	0	0	0.00982994200334218	1	0	0	0	0	0.0206053390723018	9	0	0	0	0	0.013696753869333	1	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
glutathione-disulfide reductase	0	0	0	0	0	0	0	0	0.0648198327435791	61	0	0	0	0	0	0	0.0170048747307562	9	0.0672321059164253	26	0.0202132497852342	4	0	0	0	0	0	0	0	0	0.00566508044414231	3	0	0	0.0228948211914465	10	0.00881264320545209	3	0.00560648109214252	2	0	0	0.00374742364624321	1	0.0118980844084102	7	0	0	0.017000377786173	9	0.0703015153882206	27	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
