enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	SRR29355722	SRR29355723	SRR29355724	SRR29355725	SRR29355726	SRR29355727	SRR29355728	SRR29355729	SRR29355730	SRR29355731	SRR29355732	SRR29355733	SRR29355734	SRR29355735	SRR29355736	SRR29355737	SRR29355738	SRR29355739	SRR29355740	SRR29355741	SRR29355742	SRR29355743	SRR29355744	SRR29355745	SRR29355746	SRR29355747	SRR29355748	SRR29355749	SRR29355750	SRR29355751	SRR29355752	SRR29355753
Pro-zeta-carotene desaturase, prolycopene producing (EC 1.-.-.-)	Carotenoids	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Probable Co/Zn/Cd efflux system membrane fusion protein	Cobalt-zinc-cadmium_resistance	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	6	2	22	3	1	1	2	7	45	0	2	1	0	0	5	2	12	0	9	2	1	9	0	3	0	0	0	0	0	22	0
Probable GTPase related to EngC	Universal_GTPases	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Probable L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-) (L-ascorbate utilization protein G)	L-ascorbate_utilization_(and_related_gene_clusters)	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Probable acyl-CoA dehydrogenase (EC 1.3.99.3)	Isoleucine_degradation	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Probable acyl-CoA dehydrogenase (EC 1.3.99.3)	Valine_degradation	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	0	0	0	0	0	2	9	2	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Probable cadmium-transporting ATPase (EC 3.6.3.3)	Cobalt-zinc-cadmium_resistance	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Probable carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23)	CBSS-393124.3.peg.2657	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Probable component of the lipoprotein assembly complex (forms a complex with YaeT, YfgL, and NlpB)	Lipopolysaccharide_assembly	Cell Wall and Capsule	Gram-Negative cell wall components	0	1	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	3	0	0	2	2	5	0
Probable exosome complex RNA-binding protein 1	Proteasome_subunit_alpha_archaeal_cluster	Clustering-based subsystems	Proteasome related clusters	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	2	1	0	1	0	0	0	1	4
Probable exosome complex exonuclease 2 (EC 3.1.13.-)	Proteasome_subunit_alpha_archaeal_cluster	Clustering-based subsystems	Proteasome related clusters	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	2	4	0	0	1	0	0	0	0	0
Probable low-affinity inorganic phosphate transporter	Phosphate_metabolism	""	Phosphorus Metabolism	0	4	3	1	6	0	0	0	0	3	0	0	3	0	0	4	0	7	1	0	1	1	1	0	1	0	6	3	0	0	6	0
Probable outer membrane component of multidrug efflux pump	Multidrug_Resistance_Efflux_Pumps	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Probable peroxiredoxin (EC 1.11.1.15)	Oxidative_stress	Stress Response	Oxidative stress	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	2
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)	Alginate_metabolism	Cell Wall and Capsule	Capsular and extracellular polysacchrides	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	2	0	2	1	0	0	1	0	0	0	1	0	0	0	1
Probable polyketide synthase, similar to many. e.g. gp|M63676|SERERYAA_1 S.erythraea first ORF of eryA gene, involved in complex polyketide formation in erythromycin biosynthesis.	CBSS-83332.1.peg.3803	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Probable reactivating factor for D-ornithine aminomutase	Anaerobic_Oxidative_Degradation_of_L-Ornithine	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Probable thiol oxidoreductase with 2 cytochrome c heme-binding sites	Iron_Scavenging_cluster_in_Thermus	""	Iron acquisition and metabolism	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Probable transcription regulator protein of MDR efflux pump cluster	Multidrug_Resistance_Efflux_Pumps	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Probable transcriptional activator for leuABCD operon	Leucine_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Probable two-component sensor, near polyamine transporter	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0
Programmed cell death antitoxin MazE like	Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Programmed cell death toxin PemK	MazEF_toxin-antitoxing_(programmed_cell_death)_system	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Programmed cell death toxin YdcE	Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Proline 2-methylase for pyrrolysine biosynthesis	Pyrrolysine	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)	Proline,_4-hydroxyproline_uptake_and_utilization	Amino Acids and Derivatives	Proline and 4-hydroxyproline	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	8	1	5	1	0	0	1	2	1	0	0	0	0	2	2
Proline iminopeptidase (EC 3.4.11.5)	Proline,_4-hydroxyproline_uptake_and_utilization	Amino Acids and Derivatives	Proline and 4-hydroxyproline	0	0	0	8	0	0	5	0	1	1	0	0	4	0	0	4	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0
Proline reductase for pyrrolysine biosynthesis	Pyrrolysine	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Proline-specific permease proY	Proline,_4-hydroxyproline_uptake_and_utilization	Amino Acids and Derivatives	Proline and 4-hydroxyproline	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proline/sodium symporter PutP (TC 2.A.21.2.1)	Proline,_4-hydroxyproline_uptake_and_utilization	Amino Acids and Derivatives	Proline and 4-hydroxyproline	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	CBSS-188.1.peg.9880	Clustering-based subsystems	Three hypotheticals linked to lipoprotein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	Lipoprotein_Biosynthesis	Protein Metabolism	Protein processing and modification	1	3	0	7	1	0	4	3	5	0	1	0	0	0	0	0	2	6	0	1	0	0	3	2	2	0	0	0	3	0	8	0
Prolyl endopeptidase (EC 3.4.21.26)	Serine_endopeptidase_(EC_3.4.21.-)	Protein Metabolism	Protein degradation	1	2	0	0	0	0	0	0	1	0	3	0	0	0	0	5	1	0	0	4	0	2	4	1	1	0	1	0	0	1	35	1
Prolyl-tRNA synthetase (EC 6.1.1.15)	tRNA_aminoacylation,_Pro	Protein Metabolism	Protein biosynthesis	3	1	4	8	0	2	3	0	4	9	5	0	2	0	3	11	1	8	0	9	1	2	5	3	1	1	5	1	2	0	7	0
Proofreading thioesterase in enterobactin biosynthesis EntH	Siderophore_Enterobactin	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Propanediol dehydratase reactivation factor large subunit	Propanediol_utilization	Carbohydrates	Sugar alcohols	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propanediol utilization polyhedral body protein PduA	Propanediol_utilization	Carbohydrates	Sugar alcohols	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propanediol utilization polyhedral body protein PduB	Propanediol_utilization	Carbohydrates	Sugar alcohols	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	1	0	0	0	0	0	0	0	0	0
Propanediol utilization polyhedral body protein PduJ	Propanediol_utilization	Carbohydrates	Sugar alcohols	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	1	0	0	0
Propanediol utilization polyhedral body protein PduK	Propanediol_utilization	Carbohydrates	Sugar alcohols	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propanediol utilization transcriptional activator	Propanediol_utilization	Carbohydrates	Sugar alcohols	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionate catabolism operon regulatory protein PrpR	Methylcitrate_cycle	Carbohydrates	Organic acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionate catabolism operon transcriptional regulator of GntR family [predicted]	Methylcitrate_cycle	Carbohydrates	Organic acids	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Propionate--CoA ligase (EC 6.2.1.17)	Methylcitrate_cycle	Carbohydrates	Organic acids	8	1	1	5	0	3	1	0	14	12	2	0	0	1	0	8	0	0	0	10	0	1	6	0	2	7	0	0	1	0	24	1
Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	Serine-glyoxylate_cycle	Carbohydrates	One-carbon Metabolism	3	0	0	0	1	1	0	0	4	2	8	1	0	0	0	5	2	1	3	0	0	1	2	1	0	0	0	1	0	1	12	2
Propionyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.3)	Propionyl-CoA_to_Succinyl-CoA_Module	Carbohydrates	Organic acids	0	0	0	2	0	3	4	0	4	8	4	0	0	0	3	2	0	1	0	7	0	1	3	0	2	1	0	0	2	0	6	1
Propionyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.3)	Propionyl-CoA_to_Succinyl-CoA_Module	Carbohydrates	Organic acids	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.3)	Serine-glyoxylate_cycle	Carbohydrates	One-carbon Metabolism	2	2	1	0	0	0	2	0	3	12	0	1	0	0	0	1	1	6	2	10	0	1	5	0	6	8	7	0	0	0	5	1
Proposed lipoate regulatory protein YbeD	Lipoic_acid_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0
Proposed peptidoglycan lipid II flippase MurJ	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	6	0	2	0	0	0	0	2	0	0	0	0	0	0	6	1	0
Protease III precursor (EC 3.4.24.55)	DNA_repair,_bacterial_RecBCD_pathway	DNA Metabolism	DNA repair	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0
Proteasome subunit alpha (EC 3.4.25.1), archaeal	Proteasome_subunit_alpha_archaeal_cluster	Clustering-based subsystems	Proteasome related clusters	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	6	0	0	1	0	13	0	1	4	0	0	1	0
Proteasome subunit beta (EC 3.4.25.1), archaeal	Proteasome_archaeal	Protein Metabolism	Protein degradation	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	7	4	0	0	0	1
Proteasome-activating AAA-ATPase (PAN), archaeal	Proteasome_archaeal	Protein Metabolism	Protein degradation	0	0	0	0	1	0	0	0	2	0	1	0	0	0	24	13	0	2	0	6	0	0	0	5	3	0	0	2	0	0	2	3
Protein ImpG/VasA	Type_VI_secretion_systems	Membrane Transport	Protein secretion system, Type VI	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
Protein ImpG/VasA	USS-DB-7	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Protein RtcB	RNA_3'-terminal_phosphate_cyclase	RNA Metabolism	RNA processing and modification	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	2	1	0	2	0	1	0	0	2	0	0	0	0
Protein RtcB	tRNA_modification_Archaea	RNA Metabolism	RNA processing and modification	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0
Protein YaiI	CBSS-562.2.peg.5158_SK3_including	""	Clustering-based subsystems	0	0	0	7	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein YcgL	CBSS-243277.1.peg.4359	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Protein YicC	CBSS-323097.3.peg.2594	""	Clustering-based subsystems	0	0	0	14	1	1	3	0	0	0	0	0	0	0	0	8	0	3	0	1	0	4	1	1	1	0	0	0	0	0	3	1
Protein YigP (COG3165) clustered with ubiquinone biosynthetic genes	Ubiquinone_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0
Protein acetyltransferase	Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Protein arginine N-methyltransferase 1 (EC 2.1.1.-)	Dimethylarginine_metabolism	""	Stress Response	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein clustered with O-phosphoseryl-tRNA(Cys) synthetase	tRNA_aminoacylation,_Cys	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Protein containing plastocyanin/azurin family domain	Bacterial_hemoglobins	""	Stress Response	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	CBSS-393121.3.peg.2760	Clustering-based subsystems	Protein export?	1	0	6	0	5	1	21	0	7	1	3	0	1	1	3	26	1	0	0	13	0	4	10	1	5	8	1	1	0	0	25	4
Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	HtrA_and_Sec_secretion	Membrane Transport	Protein translocation across cytoplasmic membrane	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	3	0	0	0	0	0	0	0	0	8	0	0
Protein export cytoplasm protein SecA2 ATPase RNA helicase (TC 3.A.5.1.1)	CBSS-393121.3.peg.2760	Clustering-based subsystems	Protein export?	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein involved in catabolism of external DNA	DNA_processing_cluster	DNA Metabolism	DNA uptake, competence	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Protein involved in stability of MscS mechanosensitive channel	CBSS-316407.3.peg.2816	""	Clustering-based subsystems	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0
Protein of avirulence locus ImpE	Type_VI_secretion_systems	Membrane Transport	Protein secretion system, Type VI	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Protein of avirulence locus ImpE	USS-DB-7	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes	KDO2-Lipid_A_biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein of unknown function DUF374	Lipopolysaccharide-related_cluster_in_Alphaproteobacteria	Cell Wall and Capsule	Gram-Negative cell wall components	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Protein of unknown function DUF484	CBSS-323850.3.peg.3269	Clustering-based subsystems	Hypothetical in Lysine biosynthetic cluster	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein of unknown function DUF81	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
Protein of unknown function Smg	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	""	Clustering-based subsystems	0	0	1	9	3	1	0	1	1	0	0	0	0	0	0	0	1	2	3	2	0	0	0	0	2	1	0	0	0	0	2	0
Protein of unknown function identified by role in sporulation (SpoVG)	Sporulation-associated_proteins_with_broader_functions	""	Dormancy and Sporulation	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
Protein secretion chaperonin CsaA	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Protein serine/threonine phosphatase PrpC, regulation of stationary phase	Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	""	Clustering-based subsystems	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	9	0	2	0	3	0	0	1	0	0	0	0	1	0	0	0	1
Protein similar to glutamate synthase [NADPH] small chain, clustered with sulfite reductase	Sulfate_reduction-associated_complexes	""	Sulfur Metabolism	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	3	0	15	3	0	0	2	1	0	1	2	0	0	0	0	0	0
Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	Ton_and_Tol_transport_systems	""	Membrane Transport	2	6	2	0	0	0	1	113	1	0	0	1	0	0	0	3	1	18	3	4	1	0	3	0	0	0	0	0	0	0	2	0
Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)	Protocatechuate_branch_of_beta-ketoadipate_pathway	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3)	Protocatechuate_branch_of_beta-ketoadipate_pathway	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Protocatechuate 4,5-dioxygenase alpha chain (EC 1.13.11.8)	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proton/glutamate symport protein	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protoporphyrin IX Mg-chelatase subunit D (EC 6.6.1.1)	Chlorophyll_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protoporphyrin IX Mg-chelatase subunit H (EC 6.6.1.1)	Chlorophyll_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0
Protoporphyrin IX Mg-chelatase subunit I (EC 6.6.1.1)	Chlorophyll_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protoporphyrinogen IX oxidase, aerobic (EC 1.3.3.4)	Heme_and_Siroheme_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0
Protoporphyrinogen IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)	Heme_and_Siroheme_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrpF protein involved in 2-methylcitrate cycle	Methylcitrate_cycle	Carbohydrates	Organic acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pseudaminic acid biosynthesis protein PseA, possible Pse5Ac7Ac acetamidino synthase	Pseudaminic_Acid_Biosynthesis	Cell Wall and Capsule	Capsular and extracellular polysacchrides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0
Pseudaminic acid synthase (EC 4.1.3.-)	Pseudaminic_Acid_Biosynthesis	Cell Wall and Capsule	Capsular and extracellular polysacchrides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Pseudolysin, extracellular zinc protease (EC 3.4.24.26)	Metalloendopeptidases_(EC_3.4.24.-)	Protein Metabolism	Protein degradation	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	11	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0
Pseudouridine 5'-phosphate glycosidase	Pseudouridine_Metabolism	""	Nucleosides and Nucleotides	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pseudouridine synthase family protein	Two_cell_division_clusters_relating_to_chromosome_partitioning	""	Cell Division and Cell Cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psp operon transcriptional activator	Phage_shock_protein_(psp)_operon	""	Stress Response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	Pterin_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	Pterin_metabolism_3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	1	2	0	0	2	0	4	0	2	1	0	1	0	0	0	0
Pullulanase (EC 3.2.1.41)	Maltose_and_Maltodextrin_Utilization	Carbohydrates	Di- and oligosaccharides	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'	Proteasome_archaeal	Protein Metabolism	Protein degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PurR: transcription regulator associated with purine metabolism	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	Purines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
Purine nucleoside phosphorylase (EC 2.4.2.1)	Purine_conversions	Nucleosides and Nucleotides	Purines	0	2	1	0	1	3	8	0	2	3	5	0	3	0	0	7	1	0	0	0	0	1	3	3	5	0	1	2	0	0	4	2
PutR, transcriptional activator of PutA and PutP	Proline,_4-hydroxyproline_uptake_and_utilization	Amino Acids and Derivatives	Proline and 4-hydroxyproline	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
